"Position","Name","Salary","GameInfo","AvgPointsPerGame","teamAbbrev"
"SF/PF","Jeff Green",3800,"Orl@Ind 07:00PM ET",17.275,"Orl"
"PG","Tony Parker",3800,"Mia@SA 08:30PM ET",16.125,"SA"
"PF","David Lee",3800,"Mia@SA 08:30PM ET",15.400,"SA"
"PG","Brandon Jennings",3700,"Dal@NY 07:30PM ET",18.417,"NY"
"SG","Courtney Lee",3700,"Dal@NY 07:30PM ET",17.472,"NY"
"C","Al Jefferson",3700,"Orl@Ind 07:00PM ET",17.300,"Ind"
"PF/C","Marreese Speights",3700,"Bkn@LAC 10:30PM ET",17.425,"LAC"
"SG","Buddy Hield",3700,"Bos@NO 08:00PM ET",16.950,"NO"
"PF","JaMychal Green",3600,"Mem@Uta 09:00PM ET",18.111,"Mem"
"PG/SG","Raymond Felton",3600,"Bkn@LAC 10:30PM ET",11.625,"LAC"
"SF","Jaylen Brown",3600,"Bos@NO 08:00PM ET",13.944,"Bos"
"C","Willie Reed",3600,"Mia@SA 08:30PM ET",9.750,"Mia"
"C","Dewayne Dedmon",3600,"Mia@SA 08:30PM ET",14.100,"SA"
"SG","Gerald Henderson",3500,"Phi@Hou 08:00PM ET",17.194,"Phi"
"PG","D.J. Augustin",3500,"Orl@Ind 07:00PM ET",14.850,"Orl"
"SF","Solomon Hill",3500,"Bos@NO 08:00PM ET",16.475,"NO"
"SF/PF","James Johnson",3500,"Mia@SA 08:30PM ET",18.688,"Mia"
"SG","Tony Allen",3400,"Mem@Uta 09:00PM ET",15.625,"Mem"
"SG/SF","Jonathon Simmons",3400,"Mia@SA 08:30PM ET",15.850,"SA"
"SG/SF","Hollis Thompson",3300,"Phi@Hou 08:00PM ET",15.861,"Phi"
"PF/C","Trey Lyles",3300,"Mem@Uta 09:00PM ET",15.795,"Uta"
"SG/SF","Mario Hezonja",3300,"Orl@Ind 07:00PM ET",11.844,"Orl"
"SF","Glenn Robinson III",3300,"Orl@Ind 07:00PM ET",8.719,"Ind"
"PG","Austin Rivers",3300,"Bkn@LAC 10:30PM ET",14.375,"LAC"
"SG/SF","Kyle Anderson",3300,"Mia@SA 08:30PM ET",12.861,"SA"
"SG","Manu Ginobili",3300,"Mia@SA 08:30PM ET",17.222,"SA"
"C","Nene Hilario",3200,"Phi@Hou 08:00PM ET",14.500,"Hou"
